incwage,inctot,state,age,sex,race,marst,vetstat,hispan,empstat,labforce,ind,educ,randnum
31200,31370,New York,52,Female,Black/Negro,Divorced,No service,Not Hispanic,At work,"Yes, in the labor force",8270,High school diploma or equivalent,.007679332
13000,13000,Michigan,21,Female,Black/Negro,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",5170,Some college but no degree,.0076899822
100000,100150,New Hampshire,37,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7280,Master's degree,.0076914649
113000,131010,New York,60,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",5070,Doctorate degree,.0076926197
24000,24125,Louisiana,40,Female,Black/Negro,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7860,Some college but no degree,.0077098487
26000,26002,Massachusetts,64,Male,Asian only,"Married, spouse present",No service,Not Hispanic,"Has job, not at work last week","Yes, in the labor force",4870,Bachelor's degree,.007728511
110000,140324,South Carolina,46,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",3570,Bachelor's degree,.0077705802
60000,60000,New York,41,Male,Asian only,"Married, spouse present",No service,Not Hispanic,"NILF, other","No, not in the labor force",0,Bachelor's degree,.0077725057
64760,64760,Vermont,39,Male,Asian only,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",3570,High school diploma or equivalent,.0077905683
60000,60300,Illinois,30,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",9470,Some college but no degree,.0078008939
100000,100507,Massachusetts,41,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7860,Master's degree,.0078495685
87820,90337,Tennessee,42,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7380,Bachelor's degree,.0078769159
40000,40901,Pennsylvania,38,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8680,Bachelor's degree,.0078814477
28000,28000,California,29,Female,White,"Married, spouse present",No service,Mexican,At work,"Yes, in the labor force",7860,Bachelor's degree,.0078970604
60000,60050,Kansas,42,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",1180,Bachelor's degree,.0079089999
56000,56000,Iowa,21,Male,Black/Negro,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",770,High school diploma or equivalent,.0079118628
2000,31400,North Carolina,65,Male,Black/Negro,Separated,No service,Not Hispanic,"NILF, retired","No, not in the labor force",0,High school diploma or equivalent,.0079509774
14000,14000,Hawaii,18,Male,American Indian/Aleut/Eskimo,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",5070,"12th grade, no diploma",.0079972884
50000,50001,Texas,61,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7680,Grade 10,.0080133704
56000,56011,Virginia,39,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7870,Master's degree,.0080270674
38000,58067,Texas,58,Female,White,Divorced,No service,Mexican,At work,"Yes, in the labor force",8470,Bachelor's degree,.0080676852
32000,52001,California,60,Female,Asian only,Divorced,No service,Not Hispanic,At work,"Yes, in the labor force",8680,Grades 5 or 6,.0080715064
7000,7000,Texas,25,Female,White,"Married, spouse present",No service,Mexican,At work,"Yes, in the labor force",8680,Grade 9,.0080719804
48000,48000,Georgia,28,Male,Black/Negro,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",7770,High school diploma or equivalent,.0080857594
40000,40000,Illinois,63,Female,Black/Negro,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",9480,Master's degree,.008091473
52000,71284,Delaware,65,Male,White,Divorced,No service,Not Hispanic,At work,"Yes, in the labor force",770,Bachelor's degree,.0081060622
100000,126550,Virginia,64,Male,Black/Negro,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7770,High school diploma or equivalent,.00812562
4000,13252,Nebraska,31,Female,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",8390,High school diploma or equivalent,.008133187
50000,50230,District of Columbia,25,Male,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",8680,Bachelor's degree,.008135587
107000,109700,New York,64,Male,Black/Negro,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",9380,Bachelor's degree,.0081430636
55000,55120,Texas,38,Female,Black/Negro,Separated,No service,Not Hispanic,At work,"Yes, in the labor force",490,Some college but no degree,.0081880223
78000,78002,California,43,Male,White,"Married, spouse present",Yes,Mexican,At work,"Yes, in the labor force",9470,Master's degree,.0082178563
13000,13000,District of Columbia,35,Male,White,"Married, spouse present",No service,Salvadoran,At work,"Yes, in the labor force",770,"12th grade, no diploma",.008220559
6000,83603,Texas,58,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",5380,Master's degree,.008221332
330000,338150,Texas,53,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",2070,Some college but no degree,.0082295211
166000,166800,Texas,53,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",4880,"Associate's degree, occupational/vocational program",.0082300538
80000,80000,Georgia,56,Female,Black/Negro,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8190,Bachelor's degree,.0082337782
40600,42011,Texas,45,Female,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",3370,High school diploma or equivalent,.0082431575
16000,16110,Georgia,63,Female,White,Never married/single,No service,South American,At work,"Yes, in the labor force",2370,Master's degree,.0082458276
18000,18000,Nevada,42,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8590,Some college but no degree,.0082633812
50000,50000,California,43,Female,White,Divorced,No service,Not Hispanic,At work,"Yes, in the labor force",7470,"Associate's degree, academic program",.0082675228
50000,50104,Iowa,40,Female,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",3580,Bachelor's degree,.008295388
35000,37400,Texas,26,Male,White-Asian,Never married/single,No service,Not Hispanic,"Unemployed, experienced worker","Yes, in the labor force",770,Bachelor's degree,.0083038323
54000,69450,Kansas,47,Male,White,"Married, spouse present",No service,Not Hispanic,"Has job, not at work last week","Yes, in the labor force",9370,Bachelor's degree,.0083059762
75000,76002,New Mexico,44,Male,White,Never married/single,No service,Mexican,At work,"Yes, in the labor force",7770,Grades 7 or 8,.0083486158
105000,105000,Florida,43,Male,White,"Married, spouse present",Yes,Not Hispanic,At work,"Yes, in the labor force",7860,"Associate's degree, occupational/vocational program",.0083788121
18000,18000,Tennessee,30,Male,White,"Married, spouse present",Yes,Not Hispanic,At work,"Yes, in the labor force",7770,High school diploma or equivalent,.008392253
19154,19170,Nevada,39,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",6890,High school diploma or equivalent,.008414953
40000,40000,California,28,Male,White,Never married/single,No service,Mexican,At work,"Yes, in the labor force",6570,Bachelor's degree,.0084770173
115000,120015,Wyoming,39,Male,White,Divorced,No service,Not Hispanic,At work,"Yes, in the labor force",380,High school diploma or equivalent,.0084781712
23000,23000,South Carolina,38,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",3170,High school diploma or equivalent,.008480805
22000,22000,North Carolina,51,Female,White,Divorced,No service,Not Hispanic,"Has job, not at work last week","Yes, in the labor force",3895,"Associate's degree, academic program",.0084901275
43000,43000,Mississippi,40,Male,Black/Negro,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",8290,Master's degree,.0085052429
36000,36000,Florida,42,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7270,Bachelor's degree,.00850657
32000,32140,Arizona,56,Female,White,"Married, spouse present",No service,Mexican,At work,"Yes, in the labor force",7270,Bachelor's degree,.0085179731
32000,32000,Iowa,37,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7580,High school diploma or equivalent,.0085289422
15600,60857,New Hampshire,65,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7860,Some college but no degree,.0085434187
80000,83250,Tennessee,53,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8180,Bachelor's degree,.0085618719
5000,23000,Kansas,19,Male,Black/Negro,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",8680,Some college but no degree,.0085662287
150000,158000,California,35,Female,Asian only,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",8190,Professional school degree,.0085669346
30000,30000,Texas,36,Male,Black/Negro,Divorced,No service,Not Hispanic,At work,"Yes, in the labor force",7070,Some college but no degree,.008568
70000,100002,Oklahoma,36,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8190,Bachelor's degree,.0085797049
42000,42200,Missouri,27,Female,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",770,Bachelor's degree,.0085896458
90000,90002,California,35,Male,White,Never married/single,No service,Mexican,At work,"Yes, in the labor force",7870,Doctorate degree,.0086090658
25000,25125,California,65,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",6190,Bachelor's degree,.0086502014
30000,30100,Alabama,63,Female,White,Widowed,No service,Not Hispanic,At work,"Yes, in the labor force",770,Some college but no degree,.0086841891
80000,80020,Maryland,38,Male,Asian only,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7860,Master's degree,.0086857788
11000,11000,California,23,Male,White,"Married, spouse present",No service,Mexican,At work,"Yes, in the labor force",770,High school diploma or equivalent,.0086923596
50000,50175,District of Columbia,34,Female,Asian only,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7390,Master's degree,.0086998902
5000,5000,Iowa,23,Female,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",8470,High school diploma or equivalent,.0087027224
14000,14002,Florida,21,Female,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",4770,Some college but no degree,.0087121064
150000,154610,Utah,36,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8190,Doctorate degree,.0087337205
63400,64402,Kansas,43,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",6990,Bachelor's degree,.008744969
30000,32066,Pennsylvania,36,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8190,Bachelor's degree,.008754096
4620,4633,New York,49,Female,White,"Married, spouse present",No service,Not Hispanic,"NILF, other","No, not in the labor force",0,Bachelor's degree,.0087547302
70000,71420,New Jersey,40,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7290,Bachelor's degree,.0087565063
24000,54002,California,24,Male,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",7870,Bachelor's degree,.0087621184
140000,166592,Nebraska,44,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7070,Master's degree,.0087623782
32000,33260,Kentucky,28,Male,White,Never married/single,No service,"Central American, (excluding Salvadoran)",At work,"Yes, in the labor force",8680,High school diploma or equivalent,.0087920697
60000,60201,New York,27,Female,Asian only,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",7390,Bachelor's degree,.0088230213
68700,69001,Arkansas,60,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",6870,High school diploma or equivalent,.0088301152
7000,7000,Texas,39,Female,Black/Negro,"Married, spouse present",No service,Mexican,At work,"Yes, in the labor force",8680,Some college but no degree,.0088389935
55000,55000,Wyoming,36,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7860,Master's degree,.0088734329
87000,102603,Wisconsin,63,Male,White,"Married, spouse present",Yes,Not Hispanic,At work,"Yes, in the labor force",3095,Some college but no degree,.0088785812
44000,44007,Nebraska,63,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",6695,Bachelor's degree,.0088812206
48000,48000,Delaware,26,Male,White,Never married/single,No service,Puerto Rican,At work,"Yes, in the labor force",8270,Some college but no degree,.0089092245
24500,27557,Pennsylvania,24,Female,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",8270,Some college but no degree,.0089253215
60000,61001,North Dakota,37,Male,White,"Married, spouse present",NIU,Not Hispanic,Armed Forces,NIU,0,"Associate's degree, academic program",.0089303749
56000,56200,Vermont,31,Female,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",4970,Bachelor's degree,.0089351423
77002,79402,Virginia,40,Female,Black/Negro,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7670,"Associate's degree, academic program",.0089549609
38000,38500,Colorado,62,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",6670,Bachelor's degree,.0089588519
70000,70400,Nevada,32,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8560,Master's degree,.0089714304
120000,122273,Florida,59,Male,White,"Married, spouse present",No service,Not Hispanic,"NILF, retired","No, not in the labor force",0,"Associate's degree, academic program",.0089765545
190000,215100,North Dakota,48,Male,White,"Married, spouse present",No service,Not Hispanic,"Has job, not at work last week","Yes, in the labor force",7870,Master's degree,.0089854011
30000,40300,Massachusetts,22,Female,Black/Negro,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",8560,Bachelor's degree,.0089890379
25000,25000,Hawaii,28,Female,Asian only,Separated,No service,Not Hispanic,At work,"Yes, in the labor force",7070,"Associate's degree, academic program",.0090046469
30000,30007,Missouri,60,Male,White,Divorced,No service,Not Hispanic,At work,"Yes, in the labor force",7460,Bachelor's degree,.0090150042
26000,26000,Mississippi,43,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",4670,Grade 11,.0090528289
28000,36424,Texas,28,Female,White-American Indian,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",8190,Some college but no degree,.0090569612
120000,120120,California,32,Male,Asian only,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7380,Master's degree,.0090640849
19500,19500,Virginia,47,Female,White,"Married, spouse present",No service,Salvadoran,At work,"Yes, in the labor force",8660,High school diploma or equivalent,.009090676
16000,16000,Tennessee,21,Male,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",770,High school diploma or equivalent,.0090967445
37000,38001,Illinois,26,Female,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",7860,Bachelor's degree,.0091089914
42000,46031,Kansas,35,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7680,Bachelor's degree,.0091280658
25000,25000,Indiana,35,Male,White,"Married, spouse present",No service,Puerto Rican,At work,"Yes, in the labor force",3680,High school diploma or equivalent,.0091388589
40000,41001,Pennsylvania,33,Male,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",6880,Some college but no degree,.0091397781
37000,37000,South Carolina,49,Female,Black/Negro,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7870,Master's degree,.0091699818
75000,75031,West Virginia,31,Male,Asian only,"Married, spouse absent",No service,Not Hispanic,At work,"Yes, in the labor force",7380,Bachelor's degree,.0091705043
26000,26001,Florida,26,Female,Black/Negro,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",8560,Bachelor's degree,.0091732042
44000,47375,Kansas,51,Female,White,Divorced,No service,Not Hispanic,At work,"Yes, in the labor force",8190,Some college but no degree,.0091894884
84400,85038,Montana,64,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",6670,Bachelor's degree,.0092019616
42000,42000,South Carolina,60,Male,Black/Negro,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",3190,Grade 11,.0092217112
50000,50000,Nevada,34,Female,White,Never married/single,No service,Other Hispanic,At work,"Yes, in the labor force",6690,Bachelor's degree,.0092356028
78000,78000,Minnesota,49,Male,White,Never married/single,Yes,Not Hispanic,At work,"Yes, in the labor force",6380,High school diploma or equivalent,.0092594456
20000,20000,Ohio,20,Male,Black/Negro,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",8190,High school diploma or equivalent,.0092651835
50500,52420,Minnesota,47,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7860,Bachelor's degree,.009270126
23000,23376,Michigan,36,Female,White,"Married, spouse present",No service,Not Hispanic,"Has job, not at work last week","Yes, in the labor force",7970,"Associate's degree, occupational/vocational program",.0092837159
70000,70000,Pennsylvania,42,Male,Black/Negro,Divorced,No service,Not Hispanic,At work,"Yes, in the labor force",6990,Bachelor's degree,.0093119703
90000,90310,Pennsylvania,45,Male,White,"Married, spouse present",No service,Salvadoran,At work,"Yes, in the labor force",3190,High school diploma or equivalent,.0093467645
22000,22165,Montana,64,Male,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",8370,Some college but no degree,.0093665551
15000,15000,Michigan,58,Female,Black/Negro,"Married, spouse present",No service,Not Hispanic,"NILF, unable to work","No, not in the labor force",0,High school diploma or equivalent,.009390994
32000,32001,Pennsylvania,52,Male,White,"Married, spouse present",No service,"Central American, (excluding Salvadoran)",At work,"Yes, in the labor force",770,Grades 5 or 6,.00940751
42000,42251,Wyoming,28,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7860,Master's degree,.0094391126
88000,88194,Delaware,60,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",9370,Bachelor's degree,.0094465297
30000,30000,California,26,Female,White,Never married/single,No service,Mexican,At work,"Yes, in the labor force",6990,Some college but no degree,.0094536962
54000,54000,Oklahoma,54,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",2490,High school diploma or equivalent,.0094577139
65000,65000,Louisiana,21,Male,Black/Negro,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8660,Grade 10,.009473999
50000,50000,Washington,41,Male,White,"Married, spouse present",Yes,Not Hispanic,At work,"Yes, in the labor force",4195,Some college but no degree,.009489757
22000,22000,Missouri,23,Male,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",3490,Bachelor's degree,.0094980737
140000,140003,Michigan,62,Male,White,"Married, spouse present",No service,Not Hispanic,"NILF, retired","No, not in the labor force",0,High school diploma or equivalent,.0095093958
30000,30000,Illinois,41,Male,Black/Negro,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",9160,Some college but no degree,.0095133586
130000,139142,Maine,40,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",4170,Bachelor's degree,.0095152482
24000,24000,Ohio,25,Male,White,Never married/single,No service,Not Hispanic,"Unemployed, experienced worker","Yes, in the labor force",7690,High school diploma or equivalent,.009519266
90000,90250,North Carolina,39,Male,White-Black,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",3570,High school diploma or equivalent,.0095287533
55000,55000,Mississippi,39,Male,Black/Negro,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",6680,Bachelor's degree,.0095305024
65000,89301,Missouri,60,Male,White,"Married, spouse absent",Yes,Not Hispanic,At work,"Yes, in the labor force",3490,Bachelor's degree,.0095336214
63344,63344,Georgia,42,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",6390,High school diploma or equivalent,.009538685
47000,47600,California,55,Female,White,"Married, spouse present",No service,Not Hispanic,"Has job, not at work last week","Yes, in the labor force",6890,Some college but no degree,.009560002
12000,13050,New Mexico,53,Male,White,"Married, spouse present",No service,Mexican,"Unemployed, experienced worker","Yes, in the labor force",770,Grade 9,.0095696906
42000,43470,California,29,Female,White,Never married/single,No service,Mexican,At work,"Yes, in the labor force",8190,"Associate's degree, occupational/vocational program",.0095879259
23000,23041,California,60,Male,White,"Married, spouse present",No service,Mexican,"Unemployed, experienced worker","Yes, in the labor force",290,Grade 10,.009589429
9000,9000,Texas,35,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7860,Master's degree,.0095965192
40000,40000,District of Columbia,40,Female,Black/Negro,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",8190,High school diploma or equivalent,.0095979609
53000,53502,North Dakota,32,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",4270,"Associate's degree, occupational/vocational program",.0095992638
40000,40000,California,46,Female,White,Never married/single,No service,Mexican,At work,"Yes, in the labor force",8680,"12th grade, no diploma",.009603939
55000,80020,Oregon,46,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7860,Master's degree,.0096149463
19000,19000,Oregon,22,Female,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",7980,"Associate's degree, occupational/vocational program",.0096481917
55000,58950,California,53,Female,Asian only,"Married, spouse present",No service,Mexican,At work,"Yes, in the labor force",8680,High school diploma or equivalent,.0096488288
20000,23567,Oregon,44,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",5070,Bachelor's degree,.0096726334
13000,14300,Georgia,18,Male,Black/Negro,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",6570,High school diploma or equivalent,.0096773356
75000,75005,Ohio,39,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",770,High school diploma or equivalent,.0097025111
85000,87003,California,63,Male,White,"Married, spouse present",Yes,Not Hispanic,At work,"Yes, in the labor force",8190,Some college but no degree,.0097227525
23000,23000,Alabama,55,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",3895,High school diploma or equivalent,.0097333966
68000,68636,Oregon,50,Female,White,"Married, spouse present",Yes,Not Hispanic,At work,"Yes, in the labor force",8190,Bachelor's degree,.0097525381
28000,28000,New Mexico,29,Female,American Indian/Aleut/Eskimo,"Married, spouse present",No service,Other Hispanic,At work,"Yes, in the labor force",8660,High school diploma or equivalent,.0098030521
30000,30000,Tennessee,27,Male,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",2270,Some college but no degree,.0098465225
65000,65214,Vermont,31,Male,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",1280,Bachelor's degree,.0098481709
30000,30004,Rhode Island,29,Female,Asian only,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",5470,Bachelor's degree,.0098548308
18000,18000,California,21,Female,Hawaiian/Pacific Islander only,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",5380,High school diploma or equivalent,.0098562557
60000,60002,Texas,35,Female,Black/Negro,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7370,Master's degree,.0098690409
171123,175678,Maryland,52,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7380,Professional school degree,.009904515
88000,88121,Georgia,43,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",770,Some college but no degree,.0099177212
3584,7863,Utah,19,Female,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",8680,Some college but no degree,.0099185854
38000,38502,South Dakota,28,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8660,Bachelor's degree,.0099516148
102000,102015,Georgia,36,Male,Asian only,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",7480,Professional school degree,.0099680377
40000,40100,Texas,34,Male,White,"Married, spouse present",No service,South American,At work,"Yes, in the labor force",7070,High school diploma or equivalent,.009991535
58000,62002,Idaho,44,Male,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",1170,Some college but no degree,.009993013
130000,160521,Nebraska,46,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",9590,Bachelor's degree,.010019025
10000,10001,Vermont,24,Female,Asian only,Never married/single,No service,Not Hispanic,"NILF, other","No, not in the labor force",0,Master's degree,.0100263
35000,35000,New York,49,Female,White,Never married/single,No service,Dominican,At work,"Yes, in the labor force",8470,High school diploma or equivalent,.010042648
36400,40400,Kansas,31,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7860,Bachelor's degree,.010048422
35000,35065,Missouri,55,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",770,"12th grade, no diploma",.010049989
20000,20170,Wyoming,26,Female,American Indian/Aleut/Eskimo,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",8290,High school diploma or equivalent,.010060028
14000,14146,New York,22,Male,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",7790,Bachelor's degree,.010062592
30000,37900,Tennessee,57,Female,White,Divorced,No service,Not Hispanic,At work,"Yes, in the labor force",5080,High school diploma or equivalent,.010076799
64000,170000,Colorado,59,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8770,"Associate's degree, academic program",.010119135
380000,447003,Illinois,54,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",4170,Bachelor's degree,.010124481
4500,4510,Pennsylvania,20,Female,Asian only,Never married/single,No service,Not Hispanic,"NILF, other","No, not in the labor force",0,Some college but no degree,.010175908
20000,20000,Florida,23,Female,Black/Negro,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",5380,High school diploma or equivalent,.010192279
84000,94005,New Jersey,46,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",2190,Some college but no degree,.010205502
80000,85430,California,43,Male,White-American Indian,Divorced,No service,Not Hispanic,At work,"Yes, in the labor force",770,High school diploma or equivalent,.010205819
50000,50000,West Virginia,25,Male,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",8680,"Associate's degree, occupational/vocational program",.010226076
140000,144300,Georgia,47,Female,White,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",7860,Doctorate degree,.01022919
64000,64001,New Jersey,29,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",3960,Bachelor's degree,.010232329
25000,25000,Texas,20,Male,Black/Negro,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",5480,High school diploma or equivalent,.010262749
66000,66004,Illinois,28,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7470,Bachelor's degree,.010263624
32000,32000,California,36,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",8680,Bachelor's degree,.01027419
80000,80180,Iowa,38,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",6170,"Associate's degree, occupational/vocational program",.010287614
1500,1500,Kansas,44,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",6470,High school diploma or equivalent,.010290352
75000,90425,New Mexico,56,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7870,Master's degree,.010301358
5000,61720,Minnesota,62,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",3895,"Associate's degree, occupational/vocational program",.010326628
30000,30001,California,51,Male,White,Divorced,No service,Not Hispanic,At work,"Yes, in the labor force",4670,High school diploma or equivalent,.010331919
8973,8973,Louisiana,29,Male,Black/Negro,Never married/single,No service,Not Hispanic,At work,"Yes, in the labor force",9370,Grades 7 or 8,.010334472
88300,113255,Rhode Island,57,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7460,Some college but no degree,.010340759
93600,94737,Montana,56,Female,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",170,Some college but no degree,.01036863
63000,65533,Utah,42,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",2370,Some college but no degree,.010391985
45000,45400,Connecticut,52,Male,White,Divorced,No service,Not Hispanic,At work,"Yes, in the labor force",4770,High school diploma or equivalent,.010405621
78300,78300,Ohio,49,Male,White,"Married, spouse present",No service,Not Hispanic,At work,"Yes, in the labor force",7390,High school diploma or equivalent,.010407322
